Date,Close,High,Low,Open,Volume
3/28/2018,7954.47998,8122.890137,7809.169922,7836.830078,4935289856
3/29/2018,7165.700195,7994.330078,7081.379883,7979.069824,6361229824
3/30/2018,6890.52002,7276.660156,6683.930176,7171.450195,6289509888
3/31/2018,6973.529785,7207.850098,6863.52002,6892.47998,4553269760
4/1/2018,6844.22998,7060.950195,6526.870117,7003.060059,4532100096
4/2/2018,7083.799805,7135.470215,6816.580078,6844.859863,4333440000
4/3/2018,7456.109863,7530.939941,7072.490234,7102.259766,5499700224
4/4/2018,6853.839844,7469.879883,6803.879883,7456.410156,4936000000
4/5/2018,6811.470215,6933.819824,6644.799805,6848.649902,5639320064
4/6/2018,6636.319824,6857.490234,6575,6815.959961,3766810112
4/7/2018,6911.089844,7050.540039,6630.509766,6630.509766,3976610048
4/8/2018,7023.52002,7111.560059,6919.97998,6919.97998,3652499968
4/9/2018,6770.72998,7178.109863,6661.990234,7044.319824,4894060032
4/10/2018,6834.759766,6872.410156,6704.149902,6795.439941,4272750080
4/11/2018,6968.319824,6968.319824,6817.589844,6843.470215,4641889792
4/12/2018,7889.25,7899.22998,6806.509766,6955.379883,8906250240
4/13/2018,7895.959961,8183.959961,7758.930176,7901.089844,7764460032
4/14/2018,7986.240234,8140.709961,7846,7874.669922,5191430144
4/15/2018,8329.110352,8338.419922,7999.330078,7999.330078,5244480000
4/16/2018,8058.669922,8371.150391,7925.72998,8337.570313,5631309824
4/17/2018,7902.089844,8285.959961,7881.720215,8071.660156,6900879872
4/18/2018,8163.419922,8197.799805,7886.009766,7944.430176,6529909760
4/19/2018,8294.30957,8298.69043,8138.779785,8159.27002,7063209984
4/20/2018,8845.830078,8880.230469,8244.540039,8286.879883,8438110208
4/21/2018,8895.580078,8997.570313,8652.150391,8848.790039,7548550144
4/22/2018,8802.459961,9001.639648,8779.610352,8925.05957,6629899776
4/23/2018,8930.879883,8958.549805,8788.80957,8794.389648,6925190144
4/24/2018,9697.5,9732.610352,8927.830078,8934.339844,10678800384
4/25/2018,8845.740234,9745.320313,8799.839844,9701.030273,11083100160
4/26/2018,9281.509766,9281.509766,8727.089844,8867.320313,8970559488
4/27/2018,8987.049805,9375.469727,8987.049805,9290.629883,7566289920
4/28/2018,9348.480469,9412.089844,8931.990234,8939.269531,7805479936
4/29/2018,9419.080078,9531.490234,9193.709961,9346.410156,8853000192
4/30/2018,9240.549805,9477.139648,9166.80957,9426.110352,8673920000
5/1/2018,9119.009766,9255.879883,8891.049805,9251.469727,7713019904
5/2/2018,9235.919922,9256.519531,9015.139648,9104.599609,7558159872
5/3/2018,9743.860352,9798.330078,9188.150391,9233.969727,10207299584
5/4/2018,9700.759766,9779.200195,9585.959961,9695.5,8217829888
5/5/2018,9858.150391,9964.5,9695.120117,9700.280273,7651939840
5/6/2018,9654.799805,9940.139648,9465.25,9845.30957,7222280192
5/7/2018,9373.009766,9665.849609,9231.530273,9645.669922,7394019840
5/8/2018,9234.820313,9462.75,9127.769531,9380.870117,7415869952
5/9/2018,9325.179688,9374.759766,9031.620117,9223.730469,7226890240
5/10/2018,9043.94043,9396.040039,9040.519531,9325.959961,6906699776
5/11/2018,8441.490234,9052.959961,8394.459961,9052.959961,8488520192
5/12/2018,8504.889648,8664.860352,8223.5,8441.44043,6821380096
5/13/2018,8723.94043,8773.549805,8395.120117,8515.490234,5866379776
5/14/2018,8716.790039,8881.120117,8367.969727,8713.099609,7364149760
5/15/2018,8510.379883,8836.19043,8456.450195,8705.19043,6705710080
5/16/2018,8368.830078,8508.429688,8175.490234,8504.410156,6760220160
5/17/2018,8094.319824,8445.540039,8054.120117,8370.049805,5862530048
5/18/2018,8250.969727,8274.120117,7974.819824,8091.830078,5764190208
5/19/2018,8247.179688,8372.05957,8183.350098,8255.730469,4712399872
5/20/2018,8513.25,8562.410156,8205.240234,8246.990234,5191059968
5/21/2018,8418.990234,8557.519531,8365.120117,8522.330078,5154990080
5/22/2018,8041.779785,8423.25,8004.580078,8419.870117,5137010176
5/23/2018,7557.819824,8054.660156,7507.879883,8037.080078,6491120128
5/24/2018,7587.339844,7738.600098,7331.140137,7561.120117,6049220096
5/25/2018,7480.140137,7659.140137,7392.649902,7592.299805,4867829760
5/26/2018,7355.879883,7595.160156,7349.120117,7486.47998,4051539968
5/27/2018,7368.220215,7381.740234,7270.959961,7362.080078,4056519936
5/28/2018,7135.990234,7419.049805,7100.890137,7371.310059,5040600064
5/29/2018,7472.589844,7526.419922,7090.680176,7129.459961,5662660096
5/30/2018,7406.52002,7573.77002,7313.600098,7469.72998,4922540032
5/31/2018,7494.169922,7608.899902,7361.129883,7406.149902,5127130112
6/1/2018,7541.450195,7604.72998,7407.339844,7500.700195,4921460224
6/2/2018,7643.450195,7695.830078,7497.259766,7536.720215,4939299840
6/3/2018,7720.25,7754.890137,7613.040039,7632.089844,4851760128
6/4/2018,7514.470215,7753.819824,7474.040039,7722.529785,4993169920
6/5/2018,7633.759766,7643.22998,7397,7500.899902,4961739776
6/6/2018,7653.97998,7680.430176,7502.009766,7625.970215,4692259840
6/7/2018,7678.240234,7741.27002,7650.819824,7650.819824,4485799936
6/8/2018,7624.919922,7698.189941,7558.399902,7685.140137,4227579904
6/9/2018,7531.97998,7683.580078,7531.97998,7632.52002,3845220096
6/10/2018,6786.02002,7499.549805,6709.069824,7499.549805,5804839936
6/11/2018,6906.919922,6910.180176,6706.629883,6799.290039,4745269760
6/12/2018,6582.359863,6907.959961,6542.080078,6905.819824,4654380032
6/13/2018,6349.899902,6631.660156,6285.629883,6596.879883,5052349952
6/14/2018,6675.350098,6707.140137,6334.459961,6342.75,5138710016
6/15/2018,6456.580078,6681.080078,6433.870117,6674.080078,3955389952
6/16/2018,6550.160156,6592.490234,6402.290039,6455.450195,3194170112
6/17/2018,6499.27002,6589.109863,6499.27002,6545.529785,3104019968
6/18/2018,6734.819824,6781.140137,6446.680176,6510.069824,4039200000
6/19/2018,6769.939941,6822.5,6709.919922,6742.390137,4057029888
6/20/2018,6776.549805,6821.560059,6611.879883,6770.759766,3888640000
6/21/2018,6729.740234,6810.939941,6715.169922,6780.089844,3529129984
6/22/2018,6083.689941,6747.080078,6006.600098,6737.879883,5079810048
6/23/2018,6162.47998,6224.819824,6071.810059,6090.100098,3431360000
6/24/2018,6173.22998,6223.779785,5826.410156,6164.279785,4566909952
6/25/2018,6249.180176,6327.370117,6119.680176,6171.970215,5500810240
6/26/2018,6093.669922,6290.160156,6093.669922,6253.549805,3279759872
6/27/2018,6157.129883,6180,6052.850098,6084.399902,3296219904
6/28/2018,5903.439941,6170.410156,5873.049805,6153.160156,3467800064
6/29/2018,6218.299805,6261.660156,5835.75,5898.129883,3966230016
6/30/2018,6404,6465.509766,6214.220215,6214.220215,4543860224
7/1/2018,6385.819824,6432.850098,6289.290039,6411.680176,4788259840
7/2/2018,6614.180176,6683.859863,6305.700195,6380.379883,4396930048
7/3/2018,6529.589844,6671.370117,6447.75,6596.660156,4672309760
7/4/2018,6597.549805,6771.919922,6450.459961,6550.870117,4176689920
7/5/2018,6639.140137,6749.540039,6546.649902,6599.709961,4999240192
7/6/2018,6673.5,6700.939941,6533.549805,6638.689941,4313959936
7/7/2018,6856.930176,6863.990234,6579.240234,6668.709961,3961080064
7/8/2018,6773.879883,6885.910156,6747.97998,6857.799805,3386210048
7/9/2018,6741.75,6838.680176,6724.339844,6775.080078,3718129920
7/10/2018,6329.950195,6767.740234,6320.720215,6739.209961,4052430080
7/11/2018,6394.709961,6444.959961,6330.470215,6330.77002,3644859904
7/12/2018,6228.810059,6397.100098,6136.419922,6396.779785,3770170112
7/13/2018,6238.049805,6310.549805,6192.240234,6235.029785,3805400064
7/14/2018,6276.120117,6298.189941,6212.220215,6247.5,2923670016
7/15/2018,6359.640137,6403.459961,6256.509766,6272.700195,3285459968
7/16/2018,6741.75,6741.75,6357.009766,6357.009766,4725799936
7/17/2018,7321.040039,7387.240234,6684.169922,6739.649902,5961950208
7/18/2018,7370.779785,7534.990234,7280.470215,7315.319824,6103410176
7/19/2018,7466.859863,7494.459961,7295.459961,7378.200195,5111629824
7/20/2018,7354.129883,7594.669922,7323.259766,7467.399902,4936869888
7/21/2018,7419.290039,7437.640137,7262.410156,7352.720215,3726609920
7/22/2018,7418.490234,7537.950195,7383.819824,7417.799805,3695460096
7/23/2018,7711.109863,7771.5,7409.100098,7414.709961,5132480000
7/24/2018,8424.269531,8424.269531,7705.5,7716.509766,7277689856
7/25/2018,8181.390137,8416.870117,8086.359863,8379.660156,5845400064
7/26/2018,7951.580078,8290.330078,7878.709961,8176.850098,4899089920
7/27/2018,8165.009766,8262.660156,7839.759766,7950.399902,5195879936
7/28/2018,8192.150391,8222.849609,8110.77002,8169.060059,3988750080
7/29/2018,8218.459961,8272.259766,8141.180176,8205.820313,4107190016
7/30/2018,8180.47998,8235.5,7917.5,8221.580078,5551400000
7/31/2018,7780.439941,8181.529785,7696.930176,8181.200195,5287530000
8/1/2018,7624.910156,7769.040039,7504.950195,7769.040039,4797620000
8/2/2018,7567.149902,7712.77002,7523.439941,7634.189941,4214110000
8/3/2018,7434.390137,7562.140137,7328.649902,7562.140137,4627150000
8/4/2018,7032.850098,7497.490234,6984.069824,7438.669922,4268390000
8/5/2018,7068.47998,7102.77002,6940.700195,7031.080078,3679110000
8/6/2018,6951.799805,7166.549805,6890.540039,7062.939941,3925900000
8/7/2018,6753.120117,7146.560059,6748.240234,6958.319824,4682800000
8/8/2018,6305.799805,6746.850098,6226.220215,6746.850098,5064430000
8/9/2018,6568.22998,6625.72998,6249.069824,6305.560059,4267040000
8/10/2018,6184.709961,6591.259766,6124.52002,6571.419922,4528680000
8/11/2018,6295.72998,6455.740234,6109.029785,6185.790039,4047850000
8/12/2018,6322.689941,6409.850098,6237.5,6283.649902,5665250000
8/13/2018,6297.569824,6537.049805,6225.720215,6341.359863,4083980000
8/14/2018,6199.709961,6287.939941,5971.049805,6287.660156,5301700000
8/15/2018,6308.52002,6588.490234,6221.419922,6221.419922,4895450000
8/16/2018,6334.72998,6473.5,6276.410156,6294.22998,4328420000
8/17/2018,6580.629883,6582.5,6324.970215,6340.910156,4992990000
8/18/2018,6423.759766,6617.350098,6353.72998,6583.430176,3984520000
8/19/2018,6506.069824,6537.97998,6361.549805,6422.569824,3311170000
8/20/2018,6308.529785,6536.919922,6297.930176,6500.509766,3665100000
8/21/2018,6488.759766,6500.870117,6298.240234,6301.069824,3377180000
8/22/2018,6376.709961,6816.790039,6310.109863,6486.25,4668110000
8/23/2018,6534.879883,6546.540039,6371.339844,6371.339844,3426180000
8/24/2018,6719.959961,6719.959961,6498.640137,6551.52002,4097820000
8/25/2018,6763.189941,6789.629883,6700.959961,6719.950195,3312600000
8/26/2018,6707.259766,6774.75,6620.75,6754.640137,3295500000
8/27/2018,6884.640137,6884.640137,6689.709961,6710.799805,4019000000
8/28/2018,7096.279785,7109.560059,6882.339844,6891.080078,4659940000
8/29/2018,7047.160156,7113.299805,6970.819824,7091.709961,4145880000
8/30/2018,6978.22998,7072.689941,6834.689941,7043.759766,4463250000
8/31/2018,7037.580078,7057.169922,6920.160156,6973.970215,4495650000
9/1/2018,7193.25,7242.290039,7038.049805,7044.810059,4116050000
9/2/2018,7272.720215,7306.310059,7132.160156,7189.580078,4329540000
9/3/2018,7260.060059,7317.939941,7208.149902,7279.029785,4087760000
9/4/2018,7361.660156,7388.259766,7255.439941,7263,4273640000
9/5/2018,6792.830078,7388.430176,6792.830078,7361.459961,5800460000
9/6/2018,6529.169922,6755.140137,6404.720215,6755.140137,5523470000
9/7/2018,6467.069824,6555.290039,6396.870117,6528.919922,4264680000
9/8/2018,6225.97998,6534.25,6197.52002,6460.169922,3835060000
9/9/2018,6300.859863,6446.259766,6201.220215,6223.379883,3671890000
9/10/2018,6329.700195,6374.97998,6292.759766,6301.569824,3714100000
9/11/2018,6321.200195,6398.919922,6260.209961,6331.879883,3849910000
9/12/2018,6351.799805,6363.870117,6265.089844,6317.009766,4064230000
9/13/2018,6517.310059,6535.410156,6354.240234,6354.240234,4210910000
9/14/2018,6512.709961,6596.100098,6456.169922,6515.410156,4076220000
9/15/2018,6543.200195,6561.720215,6493.549805,6509.399902,3216300000
9/16/2018,6517.180176,6544.330078,6460.100098,6536.680176,3273730000
9/17/2018,6281.200195,6540.209961,6257.52002,6514.060059,3910780000
9/18/2018,6371.299805,6384.180176,6265.709961,6280.910156,4180090000
9/19/2018,6398.540039,6448.459961,6208.339844,6371.850098,4431340000
9/20/2018,6519.669922,6529.259766,6395.950195,6398.850098,4348110000
9/21/2018,6734.950195,6794.330078,6496.359863,6513.870117,6531940000
9/22/2018,6721.97998,6814.560059,6616.799805,6735.049805,4509660000
9/23/2018,6710.629883,6766.149902,6679.419922,6715.319824,4197500000
9/24/2018,6595.410156,6713.560059,6580.899902,6704.77002,4177310000
9/25/2018,6446.470215,6603.640137,6381.859863,6603.640137,4726180000
9/26/2018,6495,6585.910156,6397.890137,6452.790039,4437300000
9/27/2018,6676.75,6712.100098,6464.950195,6495.290039,4606810000
9/28/2018,6644.129883,6785.029785,6598.319824,6678.75,5014430000
9/29/2018,6601.959961,6643.100098,6511.649902,6643.100098,4363690000
9/30/2018,6625.560059,6643.779785,6566.540039,6604.709961,4002280000
10/1/2018,6589.620117,6653.299805,6549.080078,6619.850098,4000970000
10/2/2018,6556.100098,6611.839844,6537.899902,6593.240234,3979260000
10/3/2018,6502.589844,6571.459961,6454.029785,6553.859863,3887310000
10/4/2018,6576.689941,6603.310059,6497.910156,6497.910156,3838410000
10/5/2018,6622.47998,6623.620117,6557.410156,6574.149902,3671500000
10/6/2018,6588.310059,6628.540039,6577.799805,6622.450195,3259740000
10/7/2018,6602.950195,6641.490234,6557.040039,6590.680176,3306630000
10/8/2018,6652.22998,6675.060059,6576.040039,6600.189941,3979460000
10/9/2018,6642.640137,6661.410156,6606.939941,6653.080078,3580810000
10/10/2018,6585.529785,6640.290039,6538.959961,6640.290039,3787650000
10/11/2018,6256.240234,6586.740234,6243.740234,6586.740234,5181640000
10/12/2018,6274.580078,6328.5,6236.470215,6239.25,3783500000
10/13/2018,6285.990234,6308.509766,6259.810059,6278.080078,3064030000
10/14/2018,6290.930176,6363.209961,6280.149902,6288.490234,3085320000
10/15/2018,6596.540039,6965.060059,6258.680176,6292.640137,7370770000
10/16/2018,6596.109863,6673.589844,6571.370117,6601.410156,4074800000
10/17/2018,6544.430176,6601.209961,6517.450195,6590.52002,4088420000
10/18/2018,6476.709961,6567.540039,6450.040039,6542.330078,3924080000
10/19/2018,6465.410156,6493.680176,6445.310059,6478.069824,3578870000
10/20/2018,6489.189941,6497.720215,6449,6460.919922,3379130000
10/21/2018,6482.350098,6556.379883,6476,6490.089844,3253610000
10/22/2018,6487.160156,6543.799805,6462.97998,6486.049805,3672860000
10/23/2018,6475.740234,6506.009766,6451.27002,6472.359863,3716150000
10/24/2018,6495.839844,6521.990234,6468.859863,6478.890137,3424670000
10/25/2018,6476.290039,6504.649902,6447.029785,6484.649902,3230550000
10/26/2018,6474.75,6498.290039,6449.609863,6468.439941,3306050000
10/27/2018,6480.379883,6507.410156,6453.529785,6480.839844,3393250000
10/28/2018,6486.390137,6502.279785,6447.910156,6482.660156,3445190000
10/29/2018,6332.629883,6503.600098,6306.990234,6492.350098,4199910000
10/30/2018,6334.27002,6364.990234,6310.140137,6337.040039,3781100000
10/31/2018,6317.609863,6349.160156,6316.879883,6336.990234,4191240000
11/1/2018,6377.779785,6547.140137,6311.830078,6318.140137,3789400000
11/2/2018,6388.439941,6396.859863,6327.379883,6378.919922,4234870000
11/3/2018,6361.259766,6400.069824,6342.370117,6387.240234,3658640000
11/4/2018,6376.129883,6388.629883,6294.569824,6365.470215,4390020000
11/5/2018,6419.660156,6480.589844,6363.620117,6363.620117,4174800000
11/6/2018,6461.009766,6463.549805,6408.160156,6433.379883,4700040000
11/7/2018,6530.140137,6552.160156,6468.310059,6468.5,4941260000
11/8/2018,6453.720215,6536.919922,6438.529785,6522.27002,4665260000
11/9/2018,6385.620117,6456.459961,6373.370117,6442.600098,4346820000
11/10/2018,6409.220215,6437.279785,6385.310059,6386.129883,3705320000
11/11/2018,6411.27002,6423.25,6350.169922,6413.629883,3939060000
11/12/2018,6371.27002,6434.209961,6360.470215,6411.759766,4295770000
11/13/2018,6359.490234,6395.27002,6342.669922,6373.189941,4503800000
11/14/2018,5738.350098,6371.549805,5544.089844,6351.240234,7398940000
11/15/2018,5648.029785,5774.819824,5358.379883,5736.149902,7032140000
11/16/2018,5575.549805,5657.02002,5498.939941,5645.319824,5279320000
11/17/2018,5554.330078,5578.580078,5519.560059,5578.580078,4303150000
11/18/2018,5623.540039,5653.609863,5559.740234,5559.740234,4159680000
11/19/2018,4871.490234,5620.779785,4842.910156,5620.779785,7039560000
11/20/2018,4451.870117,4951.609863,4272.109863,4863.930176,8428290000
11/21/2018,4602.169922,4675.72998,4343.97998,4465.540039,6120120000
11/22/2018,4365.939941,4629.640137,4365.640137,4611.569824,4569370000
11/23/2018,4347.109863,4396.419922,4195.680176,4360.700195,4871490000
11/24/2018,3880.76001,4413.089844,3795.159912,4347.689941,4679500000
11/25/2018,4009.969971,4120.870117,3585.060059,3880.780029,6825640000
11/26/2018,3779.129883,4107.140137,3643.919922,4015.070068,6476900000
11/27/2018,3820.719971,3862.959961,3661.01001,3765.949951,5998720000
11/28/2018,4257.419922,4385.899902,3822.469971,3822.469971,7280280000
11/29/2018,4278.84668,4413.020508,4145.765137,4269.004395,6503347767
11/30/2018,4017.268555,4322.976563,3942.822021,4289.088867,6048016717
12/1/2018,4214.671875,4309.377441,3969.710693,4024.464355,5375314093
12/2/2018,4139.87793,4301.519531,4110.978516,4200.733398,5262697895
12/3/2018,3894.130859,4155.979492,3840.446289,4147.32373,5089570994
12/4/2018,3956.893799,4075.627686,3832.75,3886.294922,5028069239
12/5/2018,3753.994873,3969.535889,3753.994873,3958.894775,5302481574
12/6/2018,3521.101807,3874.966064,3521.101807,3754.074463,5878333109
12/7/2018,3419.937256,3512.590332,3280.22876,3512.590332,6835615448
12/8/2018,3476.114746,3506.043457,3350.650635,3421.9104,5305024497
12/9/2018,3614.234375,3685.305664,3469.094238,3473.227539,4947372847
12/10/2018,3502.656006,3647.33252,3470.144531,3612.046387,5020968740
12/11/2018,3424.588135,3513.185059,3392.25,3497.554688,4696765188
12/12/2018,3486.950195,3534.228516,3413.481445,3421.458252,4139364829
12/13/2018,3313.677246,3489.739502,3298.13208,3487.879395,4343372456
12/14/2018,3242.484863,3329.555908,3206.542236,3311.751953,4372763663
12/15/2018,3236.761719,3275.37793,3191.303467,3243.997559,3551763561
12/16/2018,3252.839111,3305.753174,3233.819824,3236.274658,3744248994
12/17/2018,3545.864746,3597.917969,3253.123047,3253.123047,5409247918
12/18/2018,3696.059082,3701.349365,3487.169189,3544.761475,5911325473
12/19/2018,3745.950684,3949.322998,3687.22998,3706.824951,6810689119
12/20/2018,4134.441406,4191.228516,3728.974609,3742.195068,8927129279
12/21/2018,3896.543701,4198.429688,3850.946289,4133.703613,7206015706
12/22/2018,4014.182617,4014.182617,3855.739014,3898.08374,5605823233
12/23/2018,3998.980225,4085.723633,3976.405762,4020.994629,6151275490
12/24/2018,4078.599121,4271.79248,4000.331787,4000.331787,7240968501
12/25/2018,3815.490723,4089.561523,3760.020508,4081.030518,6158207293
12/26/2018,3857.297607,3893.359619,3769.86377,3819.666748,5326547918
12/27/2018,3654.833496,3874.416992,3645.448486,3854.688477,5130222366
12/28/2018,3923.918701,3956.135986,3642.63208,3653.131836,5631554348
12/29/2018,3820.408691,3963.758789,3820.408691,3932.491699,4991655917
12/30/2018,3865.952637,3901.908936,3797.219238,3822.384766,4770578575
12/31/2018,3742.700439,3868.74292,3725.867432,3866.839111,4661840806
1/1/2019,3843.52002,3850.913818,3707.231201,3746.713379,4324200990
1/2/2019,3943.409424,3947.981201,3817.409424,3849.216309,5244856836
1/3/2019,3836.741211,3935.685059,3826.2229,3931.048584,4530215219
1/4/2019,3857.717529,3865.93457,3783.85376,3832.040039,4847965467
1/5/2019,3845.19458,3904.903076,3836.900146,3851.973877,5137609824
1/6/2019,4076.632568,4093.297363,3826.513184,3836.519043,5597027440
1/7/2019,4025.248291,4092.613525,4020.894043,4078.584961,5228625637
1/8/2019,4030.8479,4109.020996,3996.955322,4028.472168,5306593305
1/9/2019,4035.296387,4068.403564,4022.662842,4031.552002,5115905225
1/10/2019,3678.924561,4064.06665,3659.174561,4034.411377,6874143796
1/11/2019,3687.365479,3713.881836,3653.069824,3674.015381,5538712865
1/12/2019,3661.301025,3698.978271,3653.810791,3686.973145,4778170883
1/13/2019,3552.953125,3674.76001,3544.927246,3658.868164,4681302466
1/14/2019,3706.052246,3727.836182,3552.285156,3557.311035,5651384490
1/15/2019,3630.675293,3720.15332,3619.949219,3704.216309,5537192302
1/16/2019,3655.006836,3685.7771,3624.67334,3631.509766,5394457145
1/17/2019,3678.563965,3680.135986,3621.960938,3651.871094,5464420383
1/18/2019,3657.839355,3682.52002,3637.080811,3677.990479,5002961727
1/19/2019,3728.568359,3758.533447,3652.37793,3652.37793,5955691380
1/20/2019,3601.013672,3743.387939,3583.019531,3725.446045,5582489560
1/21/2019,3576.032471,3608.84082,3558.537109,3600.372803,5004347059
1/22/2019,3604.577148,3620.746582,3539.721436,3575.081299,5313623556
1/23/2019,3585.123047,3623.067871,3565.313965,3605.557129,5433755649
1/24/2019,3600.865479,3616.087402,3569.092773,3584.500244,5262869046
1/25/2019,3599.765869,3612.927734,3575.597412,3607.390381,5265847539
1/26/2019,3602.460449,3654.933105,3593.345947,3599.715332,5098183235
1/27/2019,3583.96582,3612.671387,3567.24585,3604.687256,5570752966
1/28/2019,3470.450439,3586.750977,3439.23291,3584.283203,6908930483
1/29/2019,3448.116943,3476.06543,3400.819824,3468.870117,5897159493
1/30/2019,3486.181641,3495.174805,3429.387939,3443.896973,5955112627
1/31/2019,3457.792725,3504.804932,3447.915771,3485.40918,5831198271
2/1/2019,3487.945313,3501.954102,3431.591553,3460.547119,5422926707
2/2/2019,3521.060791,3523.287354,3467.574707,3484.625977,5071623601
2/3/2019,3464.013428,3521.388184,3447.924316,3516.139648,5043937584
2/4/2019,3459.154053,3476.223877,3442.586914,3467.21167,5332718886
2/5/2019,3466.357422,3478.148193,3451.937012,3454.950928,5227549545
2/6/2019,3413.767822,3469.091797,3398.56543,3469.091797,5482196038
2/7/2019,3399.47168,3427.945557,3394.218506,3414.929443,5004962683
2/8/2019,3666.780273,3695.614014,3391.023682,3401.376465,7735623101
2/9/2019,3671.203613,3679.941406,3646.559326,3671.585938,6158833645
2/10/2019,3690.188232,3695.036133,3640.97998,3673.201416,6282256903
2/11/2019,3648.430664,3695.613037,3642.287842,3695.613037,6277056434
2/12/2019,3653.528564,3668.586914,3618.556885,3642.751953,6480384532
2/13/2019,3632.070557,3669.746582,3617.246338,3653.604004,6438903823
2/14/2019,3616.880859,3646.256592,3607.697754,3631.170166,6271044418
2/15/2019,3620.810791,3647.795166,3608.206543,3617.368408,6091952231
2/16/2019,3629.787598,3652.841309,3615.270264,3615.270264,5934744052
2/17/2019,3673.836182,3680.537354,3619.182129,3633.359375,7039512503
2/18/2019,3915.714355,3936.665039,3669.982422,3671.369873,9908216640
2/19/2019,3947.094482,4010.879395,3908.153076,3911.661621,9933626655
2/20/2019,3999.820557,4000.486328,3926.246826,3946.685059,8693373948
2/21/2019,3954.118164,4010.009521,3940.108154,4000.256836,7775128102
2/22/2019,4005.526611,4006.53833,3950.816406,3952.406494,7826525254
2/23/2019,4142.526855,4166.286133,3968.726807,3998.91626,8922258316
2/24/2019,3810.42749,4210.641602,3793.708984,4145.458008,10794227451
2/25/2019,3882.696289,3913.707275,3807.002441,3807.002441,9318796067
2/26/2019,3854.35791,3891.578857,3837.986328,3878.697266,7931218996
